condition,update_rule,seed,centralization,timestep,pairwise_consistency,overall_consistency,prototype_diversity
m2,ambiguous,1,0.21727478870336014,180,0.585,0.6938000000000001,0.11896570195778748
m2,ambiguous,1,0.21727478870336014,200,0.5976,0.6952000000000002,0.10998102814663661
m2,ambiguous,2,0.21727478870336014,0,0.504,0.5399999999999999,0.2888297287934778
m2,ambiguous,2,0.21727478870336014,20,0.5048,0.5616,0.24930633884042935
m2,ambiguous,2,0.21727478870336014,40,0.5078,0.5646,0.22505207474161262
m2,ambiguous,2,0.21727478870336014,60,0.5124,0.5898,0.20396243315486307
m2,ambiguous,2,0.21727478870336014,80,0.529,0.6214,0.19043306277501063
m2,ambiguous,2,0.21727478870336014,100,0.5352,0.6308,0.17682909440380656
m2,ambiguous,2,0.21727478870336014,120,0.539,0.6346,0.1660809180686143
m2,ambiguous,2,0.21727478870336014,140,0.5548,0.6552000000000001,0.15387718724601568
m2,ambiguous,2,0.21727478870336014,160,0.5698000000000001,0.6794,0.13942490864517273
m2,ambiguous,2,0.21727478870336014,180,0.6208,0.7198,0.12862244646755572
m2,ambiguous,2,0.21727478870336014,200,0.6338,0.738,0.12060588719613093
m5,unconditional,0,0.2628324056895485,0,0.496,0.5334,0.29456274092017587
m5,unconditional,0,0.2628324056895485,20,0.5396,0.6342,0.15621218549738367
m5,unconditional,0,0.2628324056895485,40,0.693,0.7942,0.10751879383039764
m5,unconditional,0,0.2628324056895485,60,0.8506,0.9014,0.08029252205487847
m5,unconditional,0,0.2628324056895485,80,0.9129999999999999,0.9504000000000002,0.06344517142833743
m5,unconditional,0,0.2628324056895485,100,0.9383999999999999,0.9621999999999999,0.05670689909383336
m5,unconditional,0,0.2628324056895485,120,0.9528,0.9688000000000001,0.05260293274443931
m5,unconditional,0,0.2628324056895485,140,0.9494000000000001,0.9693999999999999,0.048175513614820704
m5,unconditional,0,0.2628324056895485,160,0.949,0.9717999999999999,0.04975334943991292
m5,unconditional,0,0.2628324056895485,180,0.9606,0.9780000000000001,0.04484147117579132
m5,unconditional,0,0.2628324056895485,200,0.9553999999999999,0.9708,0.04916676848236781
m5,unconditional,1,0.2422180993609565,0,0.49559999999999993,0.54,0.2856771864045262
m5,unconditional,1,0.2422180993609565,20,0.5726,0.674,0.14927067951272388
m5,unconditional,1,0.2422180993609565,40,0.7315999999999998,0.8285999999999999,0.10598842922031317
m5,unconditional,1,0.2422180993609565,60,0.8490000000000001,0.9074000000000001,0.07854095748817722
m5,unconditional,1,0.2422180993609565,80,0.894,0.9258,0.06538886444839935
m5,unconditional,1,0.2422180993609565,100,0.912,0.9386,0.05689833659466403
m5,unconditional,1,0.2422180993609565,120,0.9238000000000001,0.9448000000000001,0.05340146900014553
m5,unconditional,1,0.2422180993609565,140,0.922,0.9460000000000001,0.0507164037297559
m5,unconditional,1,0.2422180993609565,160,0.929,0.9478000000000002,0.05127020976505213
m5,unconditional,1,0.2422180993609565,180,0.9372,0.951,0.04873478986083926
m5,unconditional,1,0.2422180993609565,200,0.9292000000000001,0.9501999999999999,0.050408770552360226
m5,unconditional,2,0.3968253968253968,0,0.504,0.5399999999999999,0.2888297287934778
m5,unconditional,2,0.3968253968253968,20,0.5402,0.6386000000000001,0.1500836255715482
m5,unconditional,2,0.3968253968253968,40,0.6672,0.7732000000000002,0.10800996324609864
m5,unconditional,2,0.3968253968253968,60,0.8273999999999999,0.8824,0.0799382417431459
m5,unconditional,2,0.3968253968253968,80,0.8758,0.915,0.07087094893025273
m5,unconditional,2,0.3968253968253968,100,0.8924,0.9292,0.06337800593065908
m5,unconditional,2,0.3968253968253968,120,0.9086000000000002,0.9334,0.05894336114188928
m5,unconditional,2,0.3968253968253968,140,0.9086,0.9358000000000001,0.056010372210711735
m5,unconditional,2,0.3968253968253968,160,0.9086,0.9436,0.05704577496815346
m5,unconditional,2,0.3968253968253968,180,0.9258,0.9571999999999999,0.052081052872185035
m5,unconditional,2,0.3968253968253968,200,0.9274000000000001,0.955,0.052370732649796276
m5,conflict,0,0.2628324056895485,0,0.496,0.5334,0.29456274092017587
m5,conflict,0,0.2628324056895485,20,0.49699999999999994,0.5644,0.17760830407155032
m5,conflict,0,0.2628324056895485,40,0.5094,0.5526,0.12716044418332234
m5,conflict,0,0.2628324056895485,60,0.49700000000000005,0.5396,0.09726918067737882
m5,conflict,0,0.2628324056895485,80,0.508,0.541,0.07637092333388916
m5,conflict,0,0.2628324056895485,100,0.5751999999999999,0.6797999999999998,0.06260696314254868
m5,conflict,0,0.2628324056895485,120,0.6698000000000001,0.7766,0.05728681528163509
m5,conflict,0,0.2628324056895485,140,0.6746000000000001,0.7892,0.05540202271786338
m5,conflict,0,0.2628324056895485,160,0.5562,0.6749999999999998,0.05352984092666422
m5,conflict,0,0.2628324056895485,180,0.5142,0.5916,0.05143095947764163
m5,conflict,0,0.2628324056895485,200,0.5266000000000001,0.6022,0.048156313727530126
m5,conflict,1,0.2422180993609565,0,0.49559999999999993,0.54,0.2856771864045262
m5,conflict,1,0.2422180993609565,20,0.518,0.5806,0.17543825030587368
m5,conflict,1,0.2422180993609565,40,0.5482,0.6478,0.1293646468774937
m5,conflict,1,0.2422180993609565,60,0.5208,0.5286000000000001,0.09687780166262697
m5,conflict,1,0.2422180993609565,80,0.49920000000000003,0.5278,0.07488036352762237
m5,conflict,1,0.2422180993609565,100,0.522,0.5977999999999999,0.06439697535458974
m5,conflict,1,0.2422180993609565,120,0.5197999999999999,0.6028,0.05701027461698777
m5,conflict,1,0.2422180993609565,140,0.5278,0.6112,0.05444946840341875
m5,conflict,1,0.2422180993609565,160,0.5761999999999999,0.6616000000000001,0.05453142609468192
m5,conflict,1,0.2422180993609565,180,0.6328,0.7323999999999999,0.05235357816209016
m5,conflict,1,0.2422180993609565,200,0.6434000000000001,0.7474000000000001,0.05115941243754721
m5,conflict,2,0.3968253968253968,0,0.504,0.5399999999999999,0.2888297287934778
m5,conflict,2,0.3968253968253968,20,0.5238,0.5888,0.1709625260513408
m5,conflict,2,0.3968253968253968,40,0.5058,0.5976,0.11690712140368587
m5,conflict,2,0.3968253968253968,60,0.5652,0.6694,0.09005438225091372
m5,conflict,2,0.3968253968253968,80,0.5042,0.5494,0.07132318526033878
m5,conflict,2,0.3968253968253968,100,0.5136,0.6007999999999999,0.05962070994942034
m5,conflict,2,0.3968253968253968,120,0.511,0.5846,0.055878539889895384
m5,conflict,2,0.3968253968253968,140,0.5034000000000001,0.5638,0.051264905163320704
m5,conflict,2,0.3968253968253968,160,0.5188,0.5946000000000001,0.04997372840797265
m5,conflict,2,0.3968253968253968,180,0.5056,0.5794,0.05147608538109056
m5,conflict,2,0.3968253968253968,200,0.5736,0.6674,0.05044083040003598
m5,ambiguous,0,0.2628324056895485,0,0.496,0.5334,0.29456274092017587
m5,ambiguous,0,0.2628324056895485,20,0.4838,0.5396,0.24987800792738976
m5,ambiguous,0,0.2628324056895485,40,0.5025999999999999,0.5566,0.22056165989994592
m5,ambiguous,0,0.2628324056895485,60,0.525,0.5811999999999999,0.1997329983945267
m5,ambiguous,0,0.2628324056895485,80,0.508,0.5733999999999999,0.18164872946052965
m5,ambiguous,0,0.2628324056895485,100,0.5314,0.6318,0.16718885754650203
m5,ambiguous,0,0.2628324056895485,120,0.5576,0.6679999999999999,0.1465851272994454
m5,ambiguous,0,0.2628324056895485,140,0.6225999999999999,0.7347999999999999,0.13031322256339178
m5,ambiguous,0,0.2628324056895485,160,0.6706000000000002,0.7736,0.11122736095300477
m5,ambiguous,0,0.2628324056895485,180,0.7405999999999999,0.8253999999999999,0.09677669848794782
m5,ambiguous,0,0.2628324056895485,200,0.8032,0.8815999999999999,0.0853881467709886
m5,ambiguous,1,0.2422180993609565,0,0.49559999999999993,0.54,0.2856771864045262
m5,ambiguous,1,0.2422180993609565,20,0.502,0.5591999999999999,0.24318698813292502
m5,ambiguous,1,0.2422180993609565,40,0.5232,0.5993999999999999,0.21706768354075032
m5,ambiguous,1,0.2422180993609565,60,0.5102,0.6076,0.19371827290144128
m5,ambiguous,1,0.2422180993609565,80,0.557,0.6762,0.17421099469558488
m5,ambiguous,1,0.2422180993609565,100,0.6065999999999999,0.7126,0.16072870653787763
m5,ambiguous,1,0.2422180993609565,120,0.6406000000000001,0.7606,0.14519534127454292
m5,ambiguous,1,0.2422180993609565,140,0.6996000000000001,0.8019999999999999,0.1301981789411556
m5,ambiguous,1,0.2422180993609565,160,0.7419999999999999,0.833,0.11649817416386822
m5,ambiguous,1,0.2422180993609565,180,0.7816,0.8608,0.10430246024725007
m5,ambiguous,1,0.2422180993609565,200,0.8079999999999999,0.8719999999999999,0.09572626049628216
m5,ambiguous,2,0.3968253968253968,0,0.504,0.5399999999999999,0.2888297287934778
m5,ambiguous,2,0.3968253968253968,20,0.5028,0.5404000000000001,0.24572248067883165
m5,ambiguous,2,0.3968253968253968,40,0.49940000000000007,0.5408,0.21706397658502805
m5,ambiguous,2,0.3968253968253968,60,0.508,0.5479999999999999,0.19186556398083182
m5,ambiguous,2,0.3968253968253968,80,0.5075999999999999,0.5886,0.1744512371569996
m5,ambiguous,2,0.3968253968253968,100,0.5228,0.622,0.16110184065676247
m5,ambiguous,2,0.3968253968253968,120,0.5906,0.6973999999999999,0.14374171725570273
m5,ambiguous,2,0.3968253968253968,140,0.6329999999999999,0.746,0.13110216179475503
m5,ambiguous,2,0.3968253968253968,160,0.6774,0.7879999999999999,0.11846253821962952
m5,ambiguous,2,0.3968253968253968,180,0.7316000000000001,0.8225999999999999,0.10607001008057704
m5,ambiguous,2,0.3968253968253968,200,0.777,0.8574,0.09442989133801388
m10,unconditional,0,0.35044320758606473,0,0.496,0.5334,0.29456274092017587
m10,unconditional,0,0.35044320758606473,20,0.5297999999999999,0.629,0.1448491009706422
m10,unconditional,0,0.35044320758606473,40,0.7532000000000001,0.8241999999999998,0.09430400302937451
m10,unconditional,0,0.35044320758606473,60,0.8696,0.9192,0.07119839192505287
m10,unconditional,0,0.35044320758606473,80,0.9124000000000001,0.9450000000000002,0.060144929038352446
m10,unconditional,0,0.35044320758606473,100,0.9326000000000001,0.9632000000000001,0.05635768274928883
m10,unconditional,0,0.35044320758606473,120,0.9436,0.9686,0.05264091430432437
m10,unconditional,0,0.35044320758606473,140,0.9434,0.9672000000000002,0.05102043067870307
m10,unconditional,0,0.35044320758606473,160,0.9426000000000001,0.968,0.05059335291669564
m10,unconditional,0,0.35044320758606473,180,0.9514000000000001,0.9732000000000001,0.048229435197571516
m10,unconditional,0,0.35044320758606473,200,0.9436,0.9642000000000001,0.04932713095361947
m10,unconditional,1,0.32982890125747266,0,0.49559999999999993,0.54,0.2856771864045262
m10,unconditional,1,0.32982890125747266,20,0.5564,0.6469999999999999,0.14013749749217702
m10,unconditional,1,0.32982890125747266,40,0.6938000000000001,0.7902,0.09815954026212037
m10,unconditional,1,0.32982890125747266,60,0.8434,0.8942,0.07318772626334705
m10,unconditional,1,0.32982890125747266,80,0.8884000000000001,0.9278,0.06255925485088007
m10,unconditional,1,0.32982890125747266,100,0.9172,0.943,0.05504183550802583
m10,unconditional,1,0.32982890125747266,120,0.9324000000000001,0.9481999999999999,0.05187269118854536
m10,unconditional,1,0.32982890125747266,140,0.925,0.9488000000000001,0.05290288977221459
m10,unconditional,1,0.32982890125747266,160,0.9383999999999999,0.9528,0.045857671364135696
m10,unconditional,1,0.32982890125747266,180,0.9286,0.9503999999999999,0.049892224124470363
m10,unconditional,1,0.32982890125747266,200,0.9284,0.9474000000000001,0.05169331609565654
m10,unconditional,2,0.4122861265718409,0,0.504,0.5399999999999999,0.2888297287934778
m10,unconditional,2,0.4122861265718409,20,0.5327999999999999,0.6286,0.1468900481483568
m10,unconditional,2,0.4122861265718409,40,0.7266000000000001,0.8314000000000001,0.098601481311149
m10,unconditional,2,0.4122861265718409,60,0.883,0.9268,0.0708043866114478
m10,unconditional,2,0.4122861265718409,80,0.9042,0.9418000000000001,0.06347956367139061
m10,unconditional,2,0.4122861265718409,100,0.9372,0.9616,0.054183411060473315
m10,unconditional,2,0.4122861265718409,120,0.9423999999999999,0.9636000000000001,0.05194089399667977
m10,unconditional,2,0.4122861265718409,140,0.9495999999999999,0.9693999999999999,0.05067490639238845
m10,unconditional,2,0.4122861265718409,160,0.9504,0.9678,0.0519091759395231
m10,unconditional,2,0.4122861265718409,180,0.9484,0.9696000000000001,0.050441741712812016
m10,unconditional,2,0.4122861265718409,200,0.9490000000000001,0.9682000000000001,0.052599417151818956
m10,conflict,0,0.35044320758606473,0,0.496,0.5334,0.29456274092017587
m10,conflict,0,0.35044320758606473,20,0.4942,0.5598000000000001,0.1707699397794726
m10,conflict,0,0.35044320758606473,40,0.5188,0.6128,0.11460507402116996
m10,conflict,0,0.35044320758606473,60,0.5371999999999999,0.6218,0.0875808983075112
m10,conflict,0,0.35044320758606473,80,0.5209999999999999,0.5856,0.066443375818279
m10,conflict,0,0.35044320758606473,100,0.5464,0.6302,0.05573172579201699
m10,conflict,0,0.35044320758606473,120,0.5634,0.6658,0.05019903947876293
m10,conflict,0,0.35044320758606473,140,0.5157999999999999,0.5829999999999999,0.0519472736910164
m10,conflict,0,0.35044320758606473,160,0.5354,0.6397999999999999,0.05091790505117584
m10,conflict,0,0.35044320758606473,180,0.5958,0.7051999999999999,0.04774620867726556
m10,conflict,0,0.35044320758606473,200,0.6056,0.708,0.04540665816307496
m10,conflict,1,0.32982890125747266,0,0.49559999999999993,0.54,0.2856771864045262
m10,conflict,1,0.32982890125747266,20,0.5232000000000001,0.5926,0.15920041938184695
m10,conflict,1,0.32982890125747266,40,0.5392,0.6158,0.109722942137524
m10,conflict,1,0.32982890125747266,60,0.5168,0.6132,0.08097019437367671
m10,conflict,1,0.32982890125747266,80,0.5164,0.5867999999999999,0.0678328683273632
m10,conflict,1,0.32982890125747266,100,0.6492,0.77,0.060861099805546534
m10,conflict,1,0.32982890125747266,120,0.6039999999999999,0.7214,0.05835618132844272
m10,conflict,1,0.32982890125747266,140,0.5344,0.617,0.05514180218842221
m10,conflict,1,0.32982890125747266,160,0.5636,0.6576000000000001,0.04956513106050512
m10,conflict,1,0.32982890125747266,180,0.5892000000000001,0.6898000000000001,0.049613925520962644
m10,conflict,1,0.32982890125747266,200,0.5039999999999999,0.5908,0.04782375315589707
m10,conflict,2,0.4122861265718409,0,0.504,0.5399999999999999,0.2888297287934778
m10,conflict,2,0.4122861265718409,20,0.49760000000000004,0.5412,0.16765329291406744
m10,conflict,2,0.4122861265718409,40,0.5056,0.5702,0.11112718972162478
m10,conflict,2,0.4122861265718409,60,0.4878,0.5391999999999999,0.08097696492299937
m10,conflict,2,0.4122861265718409,80,0.5036,0.5246,0.06874642220884161
m10,conflict,2,0.4122861265718409,100,0.5748,0.6730000000000002,0.05632362584432164
m10,conflict,2,0.4122861265718409,120,0.5228,0.5536,0.05490874997851418
m10,conflict,2,0.4122861265718409,140,0.5291999999999999,0.6094,0.048107022433864874
m10,conflict,2,0.4122861265718409,160,0.4984,0.5668000000000001,0.04793112093150477
m10,conflict,2,0.4122861265718409,180,0.5512,0.6446000000000001,0.04780393782470835
m10,conflict,2,0.4122861265718409,200,0.5546,0.6464,0.04661144924669573
m10,ambiguous,0,0.35044320758606473,0,0.496,0.5334,0.29456274092017587
m10,ambiguous,0,0.35044320758606473,20,0.4989999999999999,0.5588000000000001,0.2488253867401532
m10,ambiguous,0,0.35044320758606473,40,0.5068,0.5601999999999999,0.2156246239286385
m10,ambiguous,0,0.35044320758606473,60,0.5224,0.5696,0.1867870348458015
m10,ambiguous,0,0.35044320758606473,80,0.5149999999999999,0.6038,0.16466874865764444
m10,ambiguous,0,0.35044320758606473,100,0.5710000000000001,0.6816,0.14527833744927443
m10,ambiguous,0,0.35044320758606473,120,0.6402000000000001,0.7548,0.1273480170460892
m10,ambiguous,0,0.35044320758606473,140,0.7240000000000002,0.8146,0.11225842833571652
m10,ambiguous,0,0.35044320758606473,160,0.7548,0.8456,0.09683640901316648
m10,ambiguous,0,0.35044320758606473,180,0.7942,0.8690000000000001,0.08327294437539282
m10,ambiguous,0,0.35044320758606473,200,0.8538,0.9076000000000001,0.06885135101283121
m10,ambiguous,1,0.32982890125747266,0,0.49559999999999993,0.54,0.2856771864045262
m10,ambiguous,1,0.32982890125747266,20,0.5074000000000001,0.5512,0.24247420919499618
m10,ambiguous,1,0.32982890125747266,40,0.5092,0.5832,0.21178324916082691
m10,ambiguous,1,0.32982890125747266,60,0.53,0.6286,0.18237945060028643
m10,ambiguous,1,0.32982890125747266,80,0.5978,0.6994,0.15673798754338353
m10,ambiguous,1,0.32982890125747266,100,0.6006,0.7142000000000001,0.13876062709872694
m10,ambiguous,1,0.32982890125747266,120,0.6534,0.7594,0.12346642355350171
m10,ambiguous,1,0.32982890125747266,140,0.7238000000000001,0.8136,0.10992145406910026
m10,ambiguous,1,0.32982890125747266,160,0.7872,0.8575999999999999,0.09593483777163483
m10,ambiguous,1,0.32982890125747266,180,0.8241999999999998,0.8859999999999999,0.0848683778840508
m10,ambiguous,1,0.32982890125747266,200,0.8378000000000001,0.8964,0.07938006118012104
m10,ambiguous,2,0.4122861265718409,0,0.504,0.5399999999999999,0.2888297287934778
m10,ambiguous,2,0.4122861265718409,20,0.5084000000000001,0.5396000000000001,0.2446081453763194
m10,ambiguous,2,0.4122861265718409,40,0.5075999999999999,0.5484,0.217736170365335
m10,ambiguous,2,0.4122861265718409,60,0.49939999999999996,0.5584,0.19218261678273524
m10,ambiguous,2,0.4122861265718409,80,0.5027999999999999,0.591,0.17506169676285463
m10,ambiguous,2,0.4122861265718409,100,0.5267999999999999,0.6124,0.1543760580777682
m10,ambiguous,2,0.4122861265718409,120,0.5609999999999999,0.6856,0.13855539261747585
m10,ambiguous,2,0.4122861265718409,140,0.62,0.7382000000000001,0.12476473194173596
m10,ambiguous,2,0.4122861265718409,160,0.6809999999999999,0.7881999999999999,0.11173077866010993
m10,ambiguous,2,0.4122861265718409,180,0.7356,0.8254,0.10084788650702385
m10,ambiguous,2,0.4122861265718409,200,0.7949999999999998,0.8708,0.08882157128060811
star,unconditional,0,1.0,0,0.5044000000000001,0.522,0.2941714781854854
star,unconditional,0,1.0,20,0.502,0.5616,0.18764597790576537
star,unconditional,0,1.0,40,0.6378,0.7384000000000001,0.12414472376917944
star,unconditional,0,1.0,60,0.8260000000000001,0.8792,0.0894266422528573
star,unconditional,0,1.0,80,0.8798,0.9184,0.06827924963558371
star,unconditional,0,1.0,100,0.8944,0.927,0.06050472144007494
star,unconditional,0,1.0,120,0.9144,0.9404,0.05564611812348167
star,unconditional,0,1.0,140,0.934,0.9563999999999999,0.05056365806010951
star,unconditional,0,1.0,160,0.9256,0.9542,0.048932018764078246
star,unconditional,0,1.0,180,0.9322,0.9570000000000001,0.0510129490830679
star,unconditional,0,1.0,200,0.927,0.9538000000000001,0.05049893083487446
star,unconditional,1,1.0,0,0.4978000000000001,0.5396,0.2846610433732736
star,unconditional,1,1.0,20,0.53,0.6138,0.1770853345038798
star,unconditional,1,1.0,40,0.6874000000000001,0.7914,0.11678372261584262
star,unconditional,1,1.0,60,0.8484,0.9037999999999998,0.0836314498747752
star,unconditional,1,1.0,80,0.9096,0.9408,0.06639631105932851
star,unconditional,1,1.0,100,0.9272,0.9590000000000001,0.05438205840755256
star,unconditional,1,1.0,120,0.9408000000000001,0.9626,0.05309405791789548
star,unconditional,1,1.0,140,0.9423999999999999,0.9653999999999999,0.05104770121969718
star,unconditional,1,1.0,160,0.9514,0.9719999999999999,0.048607263689920285
star,unconditional,1,1.0,180,0.948,0.9692000000000001,0.04721079646965522
star,unconditional,1,1.0,200,0.9386,0.9652,0.0481688135954107
star,unconditional,2,1.0,0,0.5024000000000001,0.5232,0.28881926161221333
star,unconditional,2,1.0,20,0.5106,0.6004,0.18459262291828765
star,unconditional,2,1.0,40,0.65,0.7536,0.12848249484280244
star,unconditional,2,1.0,60,0.816,0.8728,0.08997540290173645
star,unconditional,2,1.0,80,0.8845999999999999,0.9166000000000001,0.07409589970429635
star,unconditional,2,1.0,100,0.9178000000000001,0.938,0.06044945843378107
star,unconditional,2,1.0,120,0.9119999999999999,0.94,0.05888284094231577
star,unconditional,2,1.0,140,0.9249999999999998,0.9444000000000001,0.05502855008065882
star,unconditional,2,1.0,160,0.9272,0.9516,0.050510652306316545
star,unconditional,2,1.0,180,0.9331999999999999,0.951,0.05196085413400345
star,unconditional,2,1.0,200,0.9384,0.9523999999999999,0.05007204090674828
star,conflict,0,1.0,0,0.5044000000000001,0.522,0.2941714781854854
star,conflict,0,1.0,20,0.496,0.5338,0.20909110102944092
star,conflict,0,1.0,40,0.5018,0.5526,0.14835072500023472
star,conflict,0,1.0,60,0.5172,0.5818,0.11541770584246759
star,conflict,0,1.0,80,0.5172,0.5834,0.08950806395387234
star,conflict,0,1.0,100,0.5406,0.6096,0.0755346780852965
star,conflict,0,1.0,120,0.5027999999999999,0.5592,0.06433384208440744
star,conflict,0,1.0,140,0.5294,0.6168,0.0581773180969196
star,conflict,0,1.0,160,0.5341999999999999,0.6294,0.05386331894032837
star,conflict,0,1.0,180,0.5656,0.6774000000000002,0.052394798342192656
star,conflict,0,1.0,200,0.513,0.5996,0.05205874119051283
star,conflict,1,1.0,0,0.4978000000000001,0.5396,0.2846610433732736
star,conflict,1,1.0,20,0.4946,0.5436,0.19491207452000683
star,conflict,1,1.0,40,0.49079999999999996,0.5297999999999999,0.14119663717145586
star,conflict,1,1.0,60,0.49839999999999995,0.5416000000000001,0.10670479273887323
star,conflict,1,1.0,80,0.5672,0.6755999999999999,0.0851264732008028
star,conflict,1,1.0,100,0.6668000000000001,0.7628,0.07493957337819476
star,conflict,1,1.0,120,0.561,0.6642,0.06742325267283289
star,conflict,1,1.0,140,0.518,0.615,0.062226285144971354
star,conflict,1,1.0,160,0.6024,0.6970000000000001,0.05876528529881784
star,conflict,1,1.0,180,0.5362,0.6272000000000001,0.05530764668617684
star,conflict,1,1.0,200,0.5618,0.6631999999999999,0.05302751753708079
star,conflict,2,1.0,0,0.5024000000000001,0.5232,0.28881926161221333
star,conflict,2,1.0,20,0.5072,0.53,0.20771898820880286
star,conflict,2,1.0,40,0.5058,0.5204000000000001,0.14791554138851148
star,conflict,2,1.0,60,0.5062,0.5616,0.11612416904372494
star,conflict,2,1.0,80,0.5118,0.5576000000000001,0.09529877802212472
star,conflict,2,1.0,100,0.5353999999999999,0.6392,0.08328999032221145
star,conflict,2,1.0,120,0.5832,0.6866,0.07489209675469811
star,conflict,2,1.0,140,0.5860000000000001,0.6859999999999999,0.06722981650238291
star,conflict,2,1.0,160,0.5106,0.5314,0.057258861971072154
star,conflict,2,1.0,180,0.5322,0.5892000000000001,0.05724576864196975
star,conflict,2,1.0,200,0.5166,0.5663999999999999,0.053641958919135244
star,ambiguous,0,1.0,0,0.5044000000000001,0.522,0.2941714781854854
star,ambiguous,0,1.0,20,0.48599999999999993,0.5274000000000001,0.26759660801877544
star,ambiguous,0,1.0,40,0.49939999999999996,0.5248,0.2509813497653783
star,ambiguous,0,1.0,60,0.5127999999999999,0.5262,0.23216824306931216
star,ambiguous,0,1.0,80,0.4874,0.5254,0.21313968593440286
star,ambiguous,0,1.0,100,0.4996000000000001,0.5352,0.19898743157608528
star,ambiguous,0,1.0,120,0.5202,0.5704,0.1867542190402393
star,ambiguous,0,1.0,140,0.5116,0.621,0.17494755390360045
star,ambiguous,0,1.0,160,0.5646,0.6818000000000001,0.1599285773468998
star,ambiguous,0,1.0,180,0.5936,0.7326,0.15080657110414547
star,ambiguous,0,1.0,200,0.6548,0.7806000000000001,0.13735033857325343
star,ambiguous,1,1.0,0,0.4978000000000001,0.5396,0.2846610433732736
star,ambiguous,1,1.0,20,0.5132,0.5712,0.25537544877622215
star,ambiguous,1,1.0,40,0.5138000000000001,0.5923999999999999,0.23703462602949793
star,ambiguous,1,1.0,60,0.5368,0.6246,0.21855469459116894
star,ambiguous,1,1.0,80,0.5711999999999999,0.6791999999999999,0.2022768319293432
star,ambiguous,1,1.0,100,0.587,0.7067999999999999,0.18714098394458348
star,ambiguous,1,1.0,120,0.606,0.732,0.17349454503424586
star,ambiguous,1,1.0,140,0.6436,0.7617999999999999,0.1623741583927279
star,ambiguous,1,1.0,160,0.6804000000000001,0.7954000000000001,0.14910448149066596
star,ambiguous,1,1.0,180,0.6992,0.8136,0.1394110491815411
star,ambiguous,1,1.0,200,0.7355999999999999,0.8296000000000001,0.1285932742657962
star,ambiguous,2,1.0,0,0.5024000000000001,0.5232,0.28881926161221333
star,ambiguous,2,1.0,20,0.5048,0.5446,0.26333279796446546
star,ambiguous,2,1.0,40,0.508,0.5726,0.24244291521746414
star,ambiguous,2,1.0,60,0.5274,0.601,0.22096678756639448
star,ambiguous,2,1.0,80,0.5388,0.6466,0.20598255501119248
star,ambiguous,2,1.0,100,0.573,0.6822,0.1890417000054933
star,ambiguous,2,1.0,120,0.6167999999999999,0.7268000000000001,0.17392453517522846
star,ambiguous,2,1.0,140,0.6664000000000001,0.7718,0.15823194960636794
star,ambiguous,2,1.0,160,0.6928,0.7968000000000001,0.14503461666357467
star,ambiguous,2,1.0,180,0.7283999999999999,0.8208,0.1308990189762576
star,ambiguous,2,1.0,200,0.7410000000000001,0.8301999999999999,0.12054192262592905
